#nobs
 64 
#data
1 1 0 0 -3.54050050364982 1 1
2 3 0 0 -0.462777082062286 1 2
3 3 0 0 -2.04581023560712 1 3
4 2 0 0 -0.86715958255487 1 4
5 2 0 0 0.127760402081392 1 5
6 2 0 0 -1.32154910586983 1 6
7 1 0 0 2.79147296933583 1 7
8 1 0 0 1.507365932123 1 8
9 2 0 0 -1.30595723065617 2 1
10 2 0 0 -0.631316766113427 2 2
11 3 0 0 -0.621896313354722 2 3
12 2 0 0 -2.90139357409219 2 4
13 2 0 0 1.09788970944006 2 5
14 1 0 0 0.507242724093398 2 6
15 1 0 0 0.0697365995734465 2 7
16 2 0 0 2.32563041828911 2 8
17 2 0 0 -0.673289486990041 3 1
18 2 0 0 0.884353607705843 3 2
19 2 0 0 -1.17209392357407 3 3
20 3 0 0 -0.444281450976944 3 4
21 3 0 0 -2.83272833470256 3 5
22 1 0 0 -0.67376912234143 3 6
23 1 0 0 1.45263811651918 3 7
24 2 0 0 0.662882412283979 3 8
25 2 0 0 -1.13667365358775 4 1
26 3 0 0 0.556400323690754 4 2
27 2 0 0 -0.0383513468361898 4 3
28 1 0 0 -1.69810422186728 4 4
29 1 0 0 -1.46448819738452 4 5
30 3 0 0 3.14826106123789 4 6
31 2 0 0 2.81299130455359 4 7
32 3 0 0 1.79422692497156 4 8
33 3 0 0 -0.043652682597877 5 1
34 2 0 0 1.190236485395 5 2
35 2 0 0 0.635633447878267 5 3
36 3 0 0 -1.37815669250465 5 4
37 3 0 0 -0.176325916436912 5 5
38 1 0 0 0.560638527332233 5 6
39 2 0 0 1.49071055753198 5 7
40 1 0 0 1.80119951641691 5 8
41 2 0 0 -2.32892733654562 6 1
42 1 0 0 0.0742086665312593 6 2
43 3 0 0 0.172925918571819 6 3
44 2 0 0 -0.198811259484052 6 4
45 3 0 0 0.342511266892309 6 5
46 2 0 0 -0.409985269922648 6 6
47 2 0 0 1.59505858185727 6 7
48 1 0 0 1.54526943902665 6 8
49 3 0 0 0.280244070353815 7 1
50 2 0 0 -0.0394562915923775 7 2
51 2 0 0 1.59480747803733 7 3
52 1 0 0 -0.0491569794866052 7 4
53 3 0 0 1.38581239865695 7 5
54 3 0 0 0.481564519392286 7 6
55 3 0 0 1.68928292965627 7 7
56 2 0 0 1.53443275853749 7 8
57 1 0 0 -1.70864052825383 8 1
58 3 0 0 1.66192841254472 8 2
59 2 0 0 -1.00281829573369 8 3
60 3 0 0 1.14884877072962 8 4
61 3 0 0 0.718698921248864 8 5
62 1 0 0 -0.858778919601737 8 6
63 2 0 0 0.644602231547767 8 7
64 2 0 0 2.95629365970029 8 8
