#simulated fish length data
#first and last age
2 12
#number of ponds
10
# fish length data organized with rows corresponding to ages and columns corresponding to ponds
248.176343477618 266.352566872148 272.460261683908 284.792981110795 277.016758048172 249.081860230471 236.781682431006 286.356227952384 233.92011429414 295.965264222317
316.863460704858 326.274556128005 337.538635543977 354.399107121411 325.566075542583 305.858021043574 289.061298261389 322.777462870922 322.462708985307 348.601543109507
345.849263062414 357.301135188393 365.638365314899 383.034524539086 386.480160231429 343.125522502993 349.175002771984 377.443085372350 344.467765768151 392.124210526917
411.024678664139 388.824924492133 418.60312785925 447.249992064387 424.65377218789 379.916355403487 393.193798416687 410.609449948996 384.799588007113 453.05994301315
434.737882484986 444.978134223415 447.658024910382 474.771179526005 457.527860330384 411.382671176591 399.057722396818 432.570736526859 421.323482102162 475.683346573625
458.167433283778 461.609209605945 472.158081190339 517.484326585848 478.859428549861 431.222545794022 457.99393905597 465.312471726654 430.430088870944 518.000483665089
494.744271792737 490.62995959449 502.408231544416 519.457168782077 506.370522192511 460.095978011353 461.127948814841 489.773455751347 461.496424608013 556.357004485769
490.331935458931 501.843133477318 512.755491526204 532.452763841817 535.231004658100 479.38801147448 471.556078112267 508.283965356607 474.030711795989 554.227443966166
531.980716586637 512.439832979241 520.9024933583 555.303433881653 547.284812562073 476.625990995112 494.752781708616 525.492392259931 490.299965482396 561.917354490876
528.151036751461 515.774186280707 552.49030146861 559.97968912363 557.038429270737 490.478659073032 501.905041519585 530.338703524367 491.658088056143 583.064561647255
548.080367400782 523.207483759636 565.796960820554 579.556029582569 570.401749300986 515.474290885145 530.147659174357 533.659728861712 490.096342528558 596.97063625167

#test vector
1 2 3


