# nobs
1009
# ncol_X
10
# n
1 1 1 1 1
1 1 1 1 1
1 1 1 1 1
1 1 1 1 1
1 1 1 1 1
1 1 1 1 1
2 1 1 1 1
1 1 1 1 1
1 3 2 3 1
1 1 2 2 1
1 1 1 3 2
2 1 6 2 7
8 5 5 6 6
6 2 1 3 5
3 3 6 2 7
2 7 4 2 1
2 2 1 1 1
1 1 1 2 1
1 1 1 1 1
1 1 1 1 1
1 1 1 1 2
1 2 3 1 1
3 2 1 2 1
5 1 1 1 1
4 1 1 1 2
1 1 1 1 2
1 1 1 1 1
2 1 1 1 1
1 1 1 1 1
1 1 1 1 1
1 1 1 1 1
1 1 1 1 1
1 1 1 1 1
3 1 1 1 2
3 1 1 1 1
2 1 1 1 1
1 1 2 1 2
1 1 2 3 1
1 1 1 1 1
1 1 1 2 1
1 1 1 1 4
1 1 2 1 1
1 1 1 1 1
1 1 1 1 1
2 1 2 1 1
1 1 2 1 1
1 1 1 3 1
2 3 1 1 2
1 1 1 3 1
4 1 2 3 2
1 1 1 1 1
1 1 1 1 1
1 3 2 1 2
1 1 1 1 1
1 1 1 1 1
1 1 1 1 1
2 1 1 1 1
2 2 1 1 1
4 6 2 2 1
2 1 1 1 1
3 2 1 1 3
2 3 1 2 4
5 2 2 2 2
2 1 1 1 1
2 1 1 5 1
2 5 1 1 1
1 1 1 1 1
1 3 1 1 1
1 1 1 1 1
3 1 1 1 1
1 1 3 1 1
1 3 1 1 1
1 2 1 1 1
2 1 1 2 1
1 1 1 1 2
1 1 1 1 1
1 1 1 1 1
1 1 1 1 1
1 1 1 2 1
1 1 3 1 1
1 1 2 1 1
1 2 2 1 1
1 1 1 1 1
1 2 1 1 1
1 1 1 1 1
1 2 1 1 1
3 2 1 1 1
1 1 1 1 1
1 1 1 1 1
2 1 1 1 1
1 2 1 1 1
1 1 1 1 1
1 1 2 2 2
3 1 1 2 1
2 1 1 1 2
3 1 1 2 1
1 1 1 1 1
2 1 1 1 1
1 1 1 1 1
1 1 1 1 1
1 1 1 1 1
1 1 1 1 1
1 1 1 1 1
1 1 1 1 1
1 2 1 1 1
1 1 1 1 1
1 1 1 1 1
1 2 1 1 1
1 1 1 1 1
1 1 1 1 1
1 1 1 3 1
1 1 1 2 1
1 1 1 2 1
1 2 1 1 1
3 1 2 1 1
1 2 1 1 1
1 1 1 1 1
1 2 2 3 1
2 1 2 1 1
1 1 1 1 1
1 1 1 2 1
1 1 1 1 1
1 1 2 1 1
1 1 1 1 1
1 1 1 1 1
3 2 1 2 1
2 1 1 1 1
1 1 1 1 1
1 1 1 2 1
1 1 1 1 1
2 1 1 1 4
2 3 1 1 2
2 1 1 2 1
2 1 1 1 1
2 1 1 1 1
1 1 1 3 1
2 2 1 1 1
1 2 1 1 2
1 1 1 4 7
7 1 1 1 1
1 1 1 2 1
1 1 4 2 1
1 1 4 5 2
1 3 2 2 1
4 1 1 2 2
2 1 2 2 5
3 1 3 2 1
1 2 1 2 1
2 5 5 1 7
1 1 5 1 2
2 1 9 6 3
2 2 1 5 3
2 5 6 1 3
2 1 1 2 1
3 3 1 1 1
2 1 1 1 1
3 3 4 3 1
1 1 1 1 3
8 3 1 3 1
2 4 3 2 1
1 2 1 2 2
4 4 3 1 2
3 5 6 1 1
1 1 1 1 2
1 3 1 1 1
1 1 3 2 3
2 1 1 3 2
2 3 3 2 2
3 4 1 2 3
1 2 2 1 1
2 5 8 3 5
7 2 9 9 5
6 6 1 1 1
1 3 3 2 2
7 13 16 2 10
8 6 8 9 14
12 12 7 12 8
3 6 4 1 1
1 1 1 1 10
7 2 1 1 2
4 5 1 3 4
7 13 14 14 12
10 7 1 1 1
1 2 1 1 2
5 1 1 1 2
2 2 1 1 1
1 2 2 1 1
1 1 1 1 1
1 1 1 2 1
1 1 1 1 1
1 1 3 1 1
1 1 1 1 1
1 1 1 1 2
3 1 1 1 1
1 1 1 1 2
1 1 1 1 1
1 1 1 1 1
1 1 1 1 1
1 1 1 1 1
1 3 2 1 1
1 2 1 1 1
1 1 1 1
# y
0 1 1 1 1
1 1 1 1 1
1 0 1 1 0
1 1 0 1 1
1 0 0 1 0
1 0 0 0 0
0 0 1 0 0
0 1 0 0 0
0 3 0 1 0
0 0 0 0 0
1 1 0 2 2
2 1 6 2 7
7 5 2 4 6
5 2 1 1 5
3 2 6 1 6
2 7 4 1 1
2 2 1 0 1
1 1 0 1 1
0 0 0 1 0
1 1 1 1 0
0 1 1 0 2
1 2 3 1 1
0 2 1 2 0
4 0 1 1 1
2 0 1 1 1
0 0 1 1 2
1 1 0 1 0
2 0 0 1 0
0 0 0 1 0
1 0 0 0 0
0 1 1 1 1
0 0 0 1 1
0 0 0 1 1
3 1 1 1 2
3 1 0 0 0
2 0 1 1 0
0 0 2 1 2
1 1 2 3 1
0 0 1 1 1
1 0 0 2 1
0 1 1 1 4
1 1 1 1 1
1 1 1 1 1
1 1 1 1 1
1 1 2 1 1
1 1 1 0 1
1 1 1 3 0
1 3 1 0 1
1 1 1 3 1
3 1 2 3 1
1 1 1 1 1
0 1 1 0 0
0 3 0 0 1
1 0 1 0 1
1 1 1 0 1
0 1 1 1 1
2 0 1 1 1
0 0 1 0 0
2 5 2 0 1
0 1 1 1 1
3 2 1 1 3
2 3 1 2 4
4 2 2 2 2
2 1 1 1 1
1 1 1 2 1
2 5 1 1 1
1 1 1 1 0
1 3 1 0 1
1 0 0 1 0
1 1 1 0 1
1 1 1 1 1
1 1 0 1 1
0 1 1 1 1
1 0 1 1 0
0 1 1 1 1
0 1 0 0 1
0 0 1 0 1
1 0 1 0 1
1 0 1 2 1
0 1 3 0 1
0 1 1 1 0
1 2 2 1 1
0 0 1 0 1
0 2 1 1 0
1 0 0 0 0
1 1 1 1 0
2 1 1 0 1
1 1 1 1 1
1 0 1 1 1
2 1 1 0 1
1 1 0 0 1
0 1 1 1 1
0 0 1 2 0
0 0 0 2 1
2 1 1 1 0
1 0 1 1 0
0 0 1 1 1
2 1 0 1 1
1 1 0 1 1
1 1 1 1 1
1 1 0 0 1
1 0 0 1 0
1 0 0 1 1
0 0 1 1 1
1 2 1 1 1
1 1 1 1 1
1 0 1 1 1
1 1 1 0 0
1 1 1 1 1
0 1 1 0 0
1 1 1 2 0
1 0 0 2 1
0 0 0 2 1
1 2 1 1 1
1 1 2 0 1
1 2 1 0 1
0 0 1 1 1
0 2 1 3 1
2 1 1 1 1
1 1 1 1 0
1 1 0 1 1
1 1 1 1 1
1 0 2 1 0
0 1 0 0 1
1 1 1 1 1
2 2 1 1 1
2 1 0 0 0
1 0 1 0 1
0 0 1 2 1
0 1 1 1 1
1 0 0 1 0
0 0 0 0 0
0 0 0 0 0
1 1 0 1 1
1 1 0 1 1
1 1 1 3 1
2 2 1 0 1
1 2 1 1 2
1 1 1 4 7
7 1 1 1 0
0 0 1 0 1
1 1 3 1 1
1 0 2 1 1
1 3 2 2 1
1 1 1 1 1
2 0 0 1 4
2 1 3 0 0
1 1 1 2 0
1 4 5 1 7
1 1 5 1 2
2 1 9 6 1
0 1 1 3 3
2 2 2 0 2
1 1 1 0 0
0 2 1 1 0
1 0 0 0 1
2 0 1 1 0
1 1 1 1 3
7 3 1 3 1
2 3 3 2 1
1 1 1 2 2
4 4 3 1 2
3 5 6 1 1
1 1 1 1 2
0 3 1 1 1
0 0 3 2 2
2 1 0 3 2
2 3 3 2 2
3 3 1 2 3
1 2 2 1 1
1 4 5 1 0
0 0 3 1 2
4 3 0 0 1
0 2 0 0 1
2 2 3 1 4
5 4 5 6 7
8 7 3 8 6
1 5 2 1 1
1 0 0 1 9
7 2 1 1 2
3 4 1 3 4
7 12 13 13 11
9 6 1 1 1
1 2 1 1 2
5 1 1 1 2
2 1 1 1 0
0 1 2 1 1
0 0 1 1 1
1 1 1 2 0
1 1 0 0 1
0 0 0 1 1
1 1 0 1 1
1 1 1 1 1
3 1 1 1 1
1 1 1 0 1
0 1 0 1 1
1 0 1 0 1
1 1 1 1 1
0 0 0 1 1
1 3 2 1 1
1 2 0 0 0
1 1 1 0
# X
1 -0.103060510692099 -0.113790561804544 -0.129953464764579 -0.322232947381507 0.736052494534983 0.149779493219083 -0.122681900269311 -0.0540575176467342 -0.0271265747731551
1 -0.16522091789926 0.13625016139669 0.732999366978123 -0.326531756665888 -0.133264957672815 -0.105570060067368 -0.0596467006907164 -0.0715704312328604 -0.024955878544214
1 -0.0983900637818956 -0.268550747818067 0.539438863760378 0.190807465757308 -0.308108609537877 -0.0916742745713389 -0.0838232355199932 -0.085690311048297 -0.0312024389868335
1 -0.114309524976023 -0.244511121789734 0.231194273685741 0.471553333235877 -0.352431800501266 -0.0902309240604175 -0.0906898493955248 -0.0903581795274794 -0.0331474348136679
1 -0.0967228581397283 -0.244364473014338 0.703513466268853 0.000617105245404873 -0.256414314192421 -0.0974028932961444 -0.0772501169390283 -0.0823637647880078 -0.0296372518449926
1 -0.130633583882584 -0.0444344859498292 0.813200706578894 -0.273554154360303 -0.16000044325066 -0.106433670578559 -0.0644039874199258 -0.0752938997171178 -0.0264305864600823
1 -0.102354651576545 -0.267028908487193 0.441637437361637 0.288168716072864 -0.328992099996367 -0.0898524612240097 -0.0866533873582364 -0.0872919529015826 -0.0319203549330337
1 -0.0999147491469909 -0.215554020707826 0.763111466614348 -0.0858639955160206 -0.2289634956989 -0.100534859673253 -0.0737915608901943 -0.0806443781917869 -0.0288217393542821
1 -0.0983900637818956 -0.268550747818067 0.539438863760378 0.190807465757308 -0.308108609537877 -0.0916742745713389 -0.0838232355199932 -0.085690311048297 -0.0312024389868335
1 -0.152870536124832 -0.113550480741895 -0.341443296427362 0.617055729796993 0.0220542486083857 -0.193373793149673 -0.0669924327848649 -0.10003278799703 -0.0331344690237294
1 -0.152286063518643 -0.108273879481007 -0.353172601200706 0.54918237919566 0.123752587991759 -0.21410000292656 -0.0602203066784846 -0.100499354489987 -0.0325336253503844
1 -0.126555241177047 -0.113451895191698 -0.230317208747864 -0.0876260837291249 0.761865278941753 -0.204833966788593 -0.0467077479967175 -0.0881336775944249 -0.0278798946530784
1 -0.144739664133642 -0.104596123647105 -0.331128673759042 0.285360724686941 0.43963038950695 -0.255785039065523 -0.0435668941129038 -0.0992083423829249 -0.0304225283614484
1 0.259344243863651 0.770568555433419 -0.230134546681727 -0.0847093332056198 -0.105484668987585 -0.0537709896924371 -0.0366412021727503 -0.0410553453223754 -0.0145742211044369
1 -0.0963637144938266 -0.261512992355767 0.627843402690157 0.093898927242335 -0.283356016537654 -0.0943202250954451 -0.0806414102646092 -0.0840466620419749 -0.0304361115066648
1 -0.16522091789926 0.13625016139669 0.732999366978123 -0.326531756665888 -0.133264957672815 -0.105570060067368 -0.0596467006907164 -0.0715704312328604 -0.024955878544214
1 -0.00777008065831827 0.916441651169206 -0.165446751699462 -0.125531894110464 -0.115116774592409 -0.0643541921430594 -0.0420001377974661 -0.0477740520353645 -0.0168913303951653
1 -0.147347941511348 0.0409696133954897 0.782859055209631 -0.306630941038623 -0.144822267815058 -0.106457858681025 -0.0618857567717097 -0.0734493430010179 -0.0256828123704423
1 -0.114309524976023 -0.244511121789734 0.231194273685741 0.471553333235877 -0.352431800501266 -0.0902309240604175 -0.0906898493955248 -0.0903581795274794 -0.0331474348136679
